Date,adv,dec,ad,ad_z_50,pct_above_20dma,pct_above_20dma_z,pct_above_20dma_chg,pct_above_50dma,pct_above_50dma_z,pct_above_50dma_chg,pct_above_200dma,pct_above_200dma_z,pct_above_200dma_chg,nh,nl,nhnl,nhnl_z,median_stock_vol_20,median_stock_vol_20_z,median_stock_vol_50,median_stock_vol_50_z,nifty50_dist_200_z,nifty50_dma200_slope_pct,nifty50_persistence_200,nifty50_vol_20_z,nifty50_vol_50_z,nifty50_mom_126,nifty_total_dist_200_z,nifty_total_dma200_slope_pct,nifty_total_persistence_200,nifty_total_vol_20_z,nifty_total_vol_50_z,nifty_total_mom_126
1997-08-12,107,116,-9,-0.3149844966135897,52.282157676348554,1.0261993215549094,-3.8880550896088977,55.601659751037346,2.451589988418198,21.559106559547985,22.821576763485478,1.8873840893890046,4.0981725081663285,3,0,3,0.6745166052237422,0.5026092774897352,0.489340366477475,0.5123832831202896,1.1248061349746048,,,,,,,,,,,,
1997-08-13,70,150,-80,-1.2353099796891305,46.3519313304721,0.6982297059983218,-7.461627991561798,54.93562231759657,2.355251066345844,19.766130792172838,23.17596566523605,1.9226184326883045,5.379355495744523,1,0,1,0.3428720182418097,0.5051321444846221,0.5401119286374823,0.5099254634495916,1.0145810437421807,,,,,,,,,,,,
1997-08-14,50,168,-118,-1.6526659640761414,38.39662447257383,0.26629906680048304,-18.499927251564102,52.742616033755276,2.1437939336995933,17.39778844754838,21.940928270042196,1.6866008451048946,3.4064455114215058,0,0,0,0.17331592449141695,0.505776942606496,0.5512390364916608,0.5123482396521009,1.1064417861518547,,,,,,,,,,,,
1997-08-18,43,162,-119,-1.603721474749282,29.515418502202646,-0.2089885308141774,-22.825007029712243,51.98237885462555,2.0501265196345333,16.237698003561718,20.704845814977972,1.4546868045688932,2.8325053894460552,0,0,0,0.1713791404298991,0.5002977440334552,0.4314331724898383,0.5083237097882767,0.9279449799914825,,,,,,,,,,,,
1997-08-19,61,150,-89,-1.2021322612774004,23.30508474576271,-0.5397043065030686,-23.077893977641548,42.3728813559322,1.2863728549148667,10.032455824017305,19.06779661016949,1.158332359549418,3.7486476739992796,0,0,0,0.16944244372526726,0.5013226311796742,0.4525147194291654,0.5125338093248637,1.0944601815460373,,,,,,,,,,,,
1997-08-20,136,77,59,0.6315773810134381,28.57142857142857,-0.24736207460095594,-22.90536467751658,48.484848484848484,1.738480186821978,14.729574223245109,19.913419913419915,1.2914706689041497,2.613841854348184,0,0,0,0.167505812113635,0.5078459135045326,0.5935845528134962,0.5084474118838382,0.9131428776621722,,,,,,,,,,,,
1997-08-21,56,152,-96,-1.2705808411299864,22.51082251082251,-0.5718428329646453,-40.73704073704073,41.99134199134199,1.2235130780532268,3.1024531024530972,19.047619047619047,1.130143437143083,0.24420024420024333,0,0,0,0.16436726970899246,0.4958212797963142,0.33105553891064543,0.5081031132258231,0.8897263249484748,,,,,,,,,,,,
1997-08-22,28,183,-155,-1.8942899585598134,15.966386554621847,-0.9220741652946922,-43.69026580589317,32.773109243697476,0.5057055277104311,-5.424315649006388,17.647058823529413,0.8783145900121457,-2.5246149962130744,0,0,0,0.15954721203825273,0.4996711721622799,0.41518137893710794,0.5082215295662436,0.8858874708928823,,,,,,,,,,,,
1997-08-25,64,144,-80,-0.9479115956152921,12.173913043478262,-1.1194917964400004,-43.75829034635224,33.47826086956522,0.5529378355084059,-2.1149594694178333,18.26086956521739,0.9755685917698881,0.04053058216654293,0,0,0,0.1569924171876451,0.5059088423147211,0.5498092048508527,0.5105359985811476,0.9737729684001393,,,,,,,,,,,,
1997-08-26,93,115,-22,-0.2323222028139543,10.256410256410255,-1.2149702691239028,-48.04146208401527,30.34188034188034,0.30299960929179104,-6.67939625386434,17.094017094017094,0.7640510642851092,-2.0549190761956737,0,0,0,0.15505011484208875,0.5004658426283749,0.43064903259919163,0.5115878284588304,1.008218117607762,,,,,,,,,,,,
1997-08-27,131,74,57,0.6955321406679975,11.864406779661017,-1.1235525551443561,-44.787953735360446,32.20338983050847,0.4404250259315574,-6.423219611551616,17.796610169491526,0.8785432434551719,-2.804248199607187,1,0,1,0.3151049934700561,0.5119053987835125,0.6777545186659413,0.5142472212456378,1.111396289168506,,,,,,,,,,,,
1997-08-28,32,180,-148,-1.6963929781454206,8.583690987124463,-1.2970268248738483,-52.43325816541791,24.892703862660944,-0.1401681878522632,-15.361533425474647,17.167381974248926,0.7603334505999502,-4.0190587037171746,0,0,0,0.1441048575205956,0.4972804025278373,0.3579381652767745,0.5113632472792871,0.9795735634947258,,,,,,,,,,,,
1997-08-29,33,172,-139,-1.5193786891342795,5.106382978723404,-1.4804661110457182,-57.96415644036373,18.29787234042553,-0.6691181106693106,-21.951090315176128,15.319148936170212,0.4253229348684092,-5.8426767899708665,0,0,0,0.14215198102692553,0.4874726434768563,0.14317506588569526,0.5129057222645996,1.0362511186760541,,,,,,,,,,,,
1997-09-01,74,130,-56,-0.5459876409700366,4.310344827586207,-1.5162154309428009,-59.02298850574712,15.517241379310345,-0.8970484825579563,-24.066091954022983,16.379310344827587,0.6068077499963851,-5.287356321839081,0,0,0,0.14215198102692553,0.4745768340000898,-0.13805105235565052,0.5093015927874123,0.8738673613904495,,,,,,,,,,,,
1997-09-02,110,98,12,0.23742941364466674,5.02092050209205,-1.4700570850754024,-61.92468619246861,15.899581589958158,-0.87477963899365,-23.849372384937233,16.736401673640167,0.663309363849278,-6.276150627615063,0,1,-1,-0.02446336417672673,0.47273990186053594,-0.17916543006921604,0.50695693254995,0.7649985999318075,,,,,,,,,,,,
1997-09-03,145,64,81,1.0002516811025717,9.606986899563319,-1.218036383688718,-59.14301310043668,19.65065502183406,-0.5818944934170424,-21.59934497816594,17.903930131004365,0.8665549946861844,-5.8460698689956345,0,0,0,0.14148531358898248,0.4667547060109861,-0.3127158903717854,0.5063125921989671,0.7303097358988886,,,,,,,,,,,,
1997-09-04,85,114,-29,-0.2649137331219956,11.48936170212766,-1.113888475094485,-63.39853067455396,18.72340425531915,-0.6647088659461284,-25.671214578761568,17.02127659574468,0.6982511628339804,-8.090831027573707,0,1,-1,-0.025123560356922123,0.4562355259915438,-0.5454227720300059,0.5077322646986727,0.7856906091274649,,,,,,,,,,,,
1997-09-05,140,66,74,0.9111789707956531,19.742489270386265,-0.6741342184106448,-44.72032064696911,21.45922746781116,-0.45260506477099266,-19.449863441279753,17.59656652360515,0.7960541240955208,-4.717483063171709,0,0,0,0.14148531358898248,0.46037000849862364,-0.4579788792775287,0.5157722081672679,1.1329563275021934,,,,,,,,,,,,
1997-09-08,101,104,-3,0.030960878913898877,19.65065502183406,-0.6808564456875029,-38.37403633619064,20.52401746724891,-0.5371556179911293,-18.98215537225726,17.903930131004365,0.8452834258205328,-4.318292091217856,0,1,-1,-0.02446336417672673,0.4166426169215336,-1.4106608784224264,0.5037698633237149,0.5918390117133524,,,,,,,,,,,,
1997-09-09,101,106,-5,-0.0022995854315019004,21.338912133891213,-0.5934237944471463,-31.335984985450352,20.0836820083682,-0.5818935628206137,-19.42249083113797,17.154811715481173,0.6985688627489639,-5.067410506741048,0,1,-1,-0.023803127192842274,0.45192832046140174,-0.6427873181615004,0.5137083394753345,1.0295108088432037,,,,,,,,,,,,
1997-09-10,84,121,-37,-0.3601353408732366,20.087336244541483,-0.6616387365922776,-32.19482143180707,17.903930131004365,-0.7693287712719492,-37.69772962003298,17.03056768558952,0.6676168014193554,-5.791009077895957,0,1,-1,-0.023142848529255727,0.44093466671208215,-0.8847388742183032,0.510294779376814,0.8687399380024744,,,,,,,,,,,,
1997-09-11,78,110,-32,-0.2893362177677978,20.94017094017094,-0.6187003457800508,-25.411760390301158,15.384615384615385,-0.9853119836535195,-39.55100693298118,16.23931623931624,0.5104167247940199,-6.936649425919811,0,0,0,0.14348566088138556,0.4457267557632078,-0.7808707166690899,0.5078221891445136,0.7487280652176458,,,,,,,,,,,,
1997-09-12,46,163,-117,-1.222692512707364,18.025751072961373,-0.7783388358567834,-20.37087339961246,13.304721030042918,-1.166389582737886,-39.437895003712356,16.30901287553648,0.5159504828126463,-5.6319153945057145,0,3,-3,-0.35434177575260956,0.4343920372723655,-1.0299819895691593,0.5034917686986639,0.5419802646630076,,,,,,,,,,,,
1997-09-15,53,149,-96,-0.9612169132747047,15.81196581196581,-0.8998086934198005,-13.703452690236835,10.256410256410255,-1.4260812740305437,-41.725968598215296,15.81196581196581,0.41252532022481675,-4.892880003012161,0,2,-2,-0.1864210121731484,0.42477493516914694,-1.2467361978666622,0.5014967489831387,0.4415250446043815,,,,,,,,,,,,
1997-09-16,67,138,-71,-0.6504154916113871,17.52136752136752,-0.8122254510801199,-5.78371722439519,11.11111111111111,-1.3623407369080185,-31.26177024482109,15.384615384615385,0.3212872651551121,-3.6831812255541063,0,4,-4,-0.516700876544368,0.4165574470517629,-1.4341713979762243,0.5015298528361822,0.4350429996032342,,,,,,,,,,,,
1997-09-17,64,120,-56,-0.45962824012670966,18.867924528301888,-0.7443755277477465,-9.703504043126681,10.849056603773585,-1.3915463123519625,-37.6357918810749,16.9811320754717,0.6261573716497983,-2.9322878379482162,0,3,-3,-0.3494711430951162,0.40600563299783476,-1.6696390168237132,0.49202563938731464,-0.03021764654178855,,,,,,,,,,,,
1997-09-18,46,149,-103,-0.9682026039842405,9.821428571428571,-1.232134119986277,-12.68939393939394,7.142857142857142,-1.7064027834986333,-34.848484848484844,15.625,0.35013699666117665,-3.4226190476190474,0,5,-5,-0.6806403000796769,0.4217651677660655,-1.3253808310951742,0.49538382684970306,0.12165501539610107,,,,,,,,,,,,
1997-09-19,79,110,-31,-0.10600196006659264,10.81081081081081,-1.1799148149618919,-5.155575743811037,7.207207207207207,-1.7037836361786471,-25.565902036490268,14.864864864864865,0.18936135236774831,-2.782193958664548,0,3,-3,-0.34791216114644985,0.4013451164070536,-1.773303735964805,0.4813708380213735,-0.5794090336061356,,,,,,,,,,,,
1997-09-22,27,177,-150,-1.4897076806497485,7.391304347826087,-1.3612232522153302,-4.782608695652175,5.6521739130434785,-1.8342721268243027,-27.826086956521742,13.478260869565217,-0.10106551960879706,-4.782608695652174,0,6,-6,-0.844922759044424,0.4090183155477815,-1.6036205212508374,0.4855709078893402,-0.38682881727036966,,,,,,,,,,,,
1997-09-23,73,132,-59,-0.38810310313773866,8.368200836820083,-1.305965980217104,-1.8882094195901722,5.02092050209205,-1.8825537518027515,-25.32095983978829,13.389121338912133,-0.13029761957001276,-3.7048957551049604,0,5,-5,-0.6777817404619941,0.4137680911699463,-1.4976890467110335,0.4868857520274029,-0.33597988464773887,,,,,,,,,,,,
1997-09-24,139,61,78,1.2426739017339126,12.217194570135746,-1.1004404717061287,0.3527877904747285,6.787330316742081,-1.7345669404940771,-25.41605951376639,14.479638009049776,0.08382680002646559,-3.3169721604417504,0,2,-2,-0.1822201871196794,0.4035695793817069,-1.7180119366592201,0.4636473344152484,-1.5256432062571688,,,,,,,,,,,,
1997-09-25,103,86,17,0.4824902328839081,15.418502202643172,-0.9320537500944313,6.834811215518709,6.607929515418502,-1.7487287436486454,-18.284774347242443,14.537444933920703,0.08449241745288955,-2.6299370403282225,0,4,-4,-0.515834987860237,0.39676453716985666,-1.8629424772704286,0.4633227731115898,-1.551126388029825,,,,,,,,,,,,
1997-09-26,87,100,-13,0.1249498145819882,16.450216450216452,-0.8820128659632783,11.343833471493049,6.493506493506493,-1.761787682882388,-11.804365846919039,13.41991341991342,-0.16683971108613702,-1.899235516256791,0,5,-5,-0.6783788779661472,0.39524547539080257,-1.8856857081969987,0.46649678665067,-1.4039202931609693,,,,,,,,,,,,
1997-09-29,91,110,-19,0.0448976292408581,18.26086956521739,-0.7899575550435026,13.950524737631184,9.130434782608695,-1.546444336659026,-6.38680659670165,13.043478260869565,-0.26435175910888314,-3.3358320839580227,1,3,-2,-0.18018454121706332,0.38526389909174197,-2.082842646880111,0.46409174624350935,-1.5410103075124886,,,,,,,,,,,,
1997-09-30,70,134,-64,-0.5253339717318181,17.872340425531917,-0.8155429115964659,12.851419923439867,9.361702127659575,-1.531091549999067,-6.537879462298584,12.76595744680851,-0.34202480467981256,-3.970444226831656,1,4,-3,-0.3465087331097371,0.3849304134367049,-2.0745209176290333,0.46228797390729964,-1.6402556257929066,,,,,,,,,,,,
1997-10-01,83,114,-31,-0.08733997438655619,16.371681415929203,-0.8999993243561016,6.764694516365884,8.4070796460177,-1.6145632864454837,-11.24357537581636,12.831858407079647,-0.3428277002870773,-5.072071723924719,0,7,-7,-1.0105240579875585,0.38450490604360266,-2.058123333146248,0.457659021849958,-1.8752839736500213,,,,,,,,,,,,
1997-10-09,74,117,-43,-0.1993773251084059,16.964285714285715,-0.8707286458030534,5.474924012158056,10.267857142857142,-1.4600528895246485,-8.455547112462007,13.392857142857142,-0.2318391645225262,-3.628419452887538,0,2,-2,-0.18307427270733942,0.39068046702829257,-1.9107171151267193,0.45785776874683937,-1.8636431736407235,,,,,,,,,,,,
1997-10-10,118,72,46,0.9762133654304501,23.318385650224215,-0.521376215110252,3.5758963798379497,11.210762331838566,-1.3783801626970746,-10.248465135972594,13.004484304932735,-0.3353261826842832,-4.592082218672417,1,0,1,0.3123432906933605,0.38936508205311726,-1.9145373418820644,0.4619376775314515,-1.6464682816244762,,,,,,,,,,,,
1997-10-13,65,124,-59,-0.4428056629320854,23.076923076923077,-0.5332736392773223,3.426268055089018,9.502262443438914,-1.5215816284256103,-11.021755023809996,13.122171945701359,-0.32469760101398387,-4.781758185303007,0,2,-2,-0.19411618815605675,0.37906865848320265,-2.101410758691605,0.46535755418325114,-1.4672277933245423,,,,,,,,,,,,
1997-10-14,50,152,-102,-0.9834813853486705,18.181818181818183,-0.7974397239002243,-3.15709395207303,8.225108225108226,-1.6272294545451116,-11.858573783259974,11.688311688311687,-0.6832546534018838,-5.466500027169486,0,2,-2,-0.20506178389117088,0.39095771591763556,-1.8327970592008063,0.46466050011454496,-1.5006433685427025,,,,,,,,,,,,
1997-10-15,133,64,69,1.278295362348574,21.19815668202765,-0.627431589344966,1.1108204374861685,9.216589861751153,-1.5364421674069513,-8.687340269253212,12.903225806451612,-0.4049330141542917,-4.127341879137909,1,2,-1,-0.04557765954378524,0.40174548697758683,-1.5968382084733044,0.4649656823972825,-1.4816648719141678,,,,,,,,,,,,
1997-10-16,131,51,80,1.4571539548836234,25.225225225225223,-0.40514454376222914,4.285054285054283,10.81081081081081,-1.3984789485116076,-4.5738045738045745,13.063063063063062,-0.38417606942352694,-3.1762531762531765,3,0,3,0.6350182664526555,0.3975847986343548,-1.6664952218348745,0.45589247690047535,-1.935273867839537,,,,,,,,,,,,
1997-10-17,108,77,31,0.8336468742052572,32.0,-0.03205896087284636,13.974248927038627,12.88888888888889,-1.2172668171348802,-0.4158321411540289,13.777777777777779,-0.2217873399890486,-2.531235097758703,2,1,1,0.28178504900061513,0.40386878729536285,-1.5230798997560755,0.4466652274687864,-2.384611710573098,,,,,,,,,,,,
1997-10-20,96,99,-3,0.3798475347107034,33.4841628959276,0.053409082754937526,17.672197083961784,14.93212669683258,-1.0405140255409295,4.675716440422324,14.479638009049776,-0.05789685870073305,-1.3323278029160353,3,0,3,0.624807947879912,0.4021552703816888,-1.5425794670370592,0.44313749093462695,-2.5352129170214326,,,,,,,,,,,,
1997-10-21,69,131,-62,-0.4053070132318182,27.27272727272727,-0.2800462053844778,9.75135975135975,11.255411255411255,-1.3369076443458583,0.1443001443001446,12.987012987012985,-0.45362881853728426,-2.3976023976024,1,1,0,0.08620637224414922,0.41931343724581877,-1.1864723640879542,0.4460290283410495,-2.3652113380642943,,,,,,,,,,,,
1997-10-22,94,104,-10,0.3811778610514171,30.04484304932735,-0.12163643747854078,11.176918521025463,13.452914798206278,-1.1420349044239604,2.603858194432693,13.004484304932735,-0.46582923166264895,-3.976647770538964,2,1,1,0.2598027957744843,0.4085497353701795,-1.391329190364302,0.43494516695151486,-2.8844429594972234,,,,,,,,,,,,
1997-10-23,44,144,-100,-0.9241822165588369,27.149321266968325,-0.27464278431975087,17.327892695539752,11.76470588235294,-1.2708409840443338,4.621848739495798,12.669683257918551,-0.5707857069752732,-2.9553167420814486,1,0,1,0.256401991728848,0.3992573681782351,-1.5606446371512683,0.4364965023666498,-2.7698111667644514,,,,,,,,,,,,
1997-10-24,50,130,-80,-0.6009350493363887,24.200913242009133,-0.43023589793797934,13.390102431198322,10.95890410958904,-1.3235139453883968,3.751696902381833,12.785388127853881,-0.5572967756339321,-2.0794767370109835,0,3,-3,-0.4631921861160934,0.39640446621124686,-1.5978220583876923,0.4328230549357034,-2.8943144987405574,,,,,,,,,,,,
1997-10-27,39,143,-104,-0.9696562946214814,15.348837209302326,-0.9122801409084688,7.957532861476239,8.372093023255815,-1.519891557167006,2.719919110212336,12.093023255813954,-0.7632246292475804,-1.3852376137512632,0,4,-4,-0.6402195965453296,0.39549646055654064,-1.596045102927083,0.42726615770335974,-3.078569376011433,,,,,,,,,,,,
1997-10-28,11,194,-183,-2.0366387326611974,4.8034934497816595,-1.4844637307999287,-3.564707387038424,4.8034934497816595,-1.7915567823866752,-0.2174270523103905,7.860262008733625,-1.9057196163364478,-5.528859330178508,0,11,-11,-1.8824345739703299,0.4321749642932257,-0.864758949231943,0.44076751880919113,-2.3952814952473074,,,,,,,,,,,,
1997-10-29,177,22,155,2.638480919591792,14.832535885167463,-0.9177320415469644,2.615341315031717,8.61244019138756,-1.4625165722029936,1.8251098746454781,12.440191387559809,-0.6672056516811959,-2.039446621489967,0,1,-1,-0.09455014881493591,0.4480982208112572,-0.5450283179766314,0.4489470546316279,-1.985939028999425,,,,,,,,,,,,
1997-10-30,86,76,10,0.6522768212785732,19.047619047619047,-0.6742908034659035,3.6291168449758757,7.936507936507936,-1.5008923383951625,1.3285784210894338,14.285714285714285,-0.17428803291172493,-0.25173064820641855,0,0,0,0.08318700756195718,0.46725398630151255,-0.16360662034015463,0.447055499165133,-2.0404003424565285,,,,,,,,,,,,
1997-11-03,44,123,-79,-0.5651675329077805,13.592233009708737,-0.9720250020716503,-2.8579834405077147,7.281553398058252,-1.5380871464119077,0.7880469045517593,12.62135922330097,-0.6423427542839842,-0.7985541966124501,0,2,-2,-0.27593994972313607,0.4626096275084284,-0.25221653773842173,0.44046602381200806,-2.298404851733032,,,,,,,,,,,,
1997-11-04,71,114,-43,-0.09661406077450643,11.45374449339207,-1.0831437643421,-6.80712507182532,6.607929515418502,-1.5750674284835582,-2.5225052671901933,11.013215859030836,-1.0977509979600049,-2.030262401838728,0,1,-1,-0.0981823867741305,0.4607439786618219,-0.2858599156896834,0.44472621634545656,-2.077236671632807,,,,,,,,,,,,
1997-11-05,84,97,-13,0.2978573594927131,11.627906976744185,-1.0652103859719784,-6.244433448787731,6.511627906976744,-1.567501220504653,-2.8500742206828305,10.69767441860465,-1.183455781985332,-2.06828302820386,0,3,-3,-0.45593064383585413,0.4646933644161648,-0.2046030682039121,0.44498691520291134,-2.0356704957879206,,,,,,,,,,,,
1997-11-06,52,125,-73,-0.5051310158093113,10.454545454545453,-1.1235952537293419,-5.9171359613837495,6.8181818181818175,-1.5269288013869518,-1.5888978278358818,9.545454545454547,-1.4968348581179793,-3.2864038616251,0,3,-3,-0.4536160843177111,0.4638445207797893,-0.2180134091675212,0.4438129285302543,-2.056602511159526,,,,,,,,,,,,
1997-11-07,69,113,-44,-0.11229215404686514,7.82608695652174,-1.2650653537142786,-9.138198757763975,5.6521739130434785,-1.6050846846885822,-4.615683229813664,8.26086956521739,-1.8324200269340694,-5.131987577639752,0,2,-2,-0.2729859954981211,0.46660137926466494,-0.16102095030549368,0.4363235896286851,-2.338122194359539,,,,,,,,,,,,
1997-11-10,50,137,-87,-0.7596029073118822,7.441860465116279,-1.2791361240218553,-15.876525185107937,5.116279069767442,-1.6323279164827216,-6.094483262071124,7.906976744186046,-1.906808543703736,-5.097507560746688,0,6,-6,-0.9834155282146065,0.4590960980818328,-0.3067866701505557,0.4395856517223515,-2.1633502932134103,,,,,,,,,,,,
1997-11-11,76,104,-28,0.0828961624997157,8.15450643776824,-1.2286265877296298,-14.922416639154836,5.579399141630901,-1.5787031849603574,-3.922863301808013,6.866952789699571,-2.1575593338826087,-6.255219156001788,0,5,-5,-0.8000516820722686,0.45874648399470025,-0.3104689398087234,0.4451808545089996,-1.8991090928049215,,,,,,,,,,,,
1997-11-12,44,151,-107,-1.033864830840567,6.696428571428571,-1.307770615866737,-11.485389610389612,4.910714285714286,-1.6166251566468668,-3.3143939393939403,5.803571428571429,-2.3997160072886916,-5.8847402597402585,0,8,-8,-1.3270174124629417,0.46165939389542976,-0.24849673444962242,0.44882640985253863,-1.7230733836646464,,,,,,,,,,,,
1997-11-13,43,153,-110,-1.0367540781796123,4.405286343612335,-1.4362508724609562,-16.792870338415316,3.9647577092511015,-1.6765114255514497,-5.251832152500052,4.845814977973569,-2.596558396580865,-8.057410828478044,0,11,-11,-1.8433356007888886,0.4680723802242423,-0.11654943205513978,0.4328596694487442,-2.342047274825818,,,,,,,,,,,,
1997-11-17,88,106,-18,0.2705644695298259,6.25,-1.3194725379379384,-18.975225225225223,4.017857142857143,-1.6561673028432244,-6.792953667953667,4.910714285714286,-2.5260296040300636,-8.152348777348777,0,7,-7,-1.1331010232373622,0.457295614218157,-0.32315758747655576,0.4338866283348045,-2.257650295890909,,,,,,,,,,,,
1997-11-18,82,120,-38,-0.05971776297384202,6.382978723404255,-1.2980352085174525,-25.617021276595743,3.404255319148936,-1.6883911207484597,-9.484633569739954,3.829787234042553,-2.7462228412030516,-9.947990543735227,0,6,-6,-0.9565138507847862,0.45693255620232487,-0.3224075567287896,0.4393799512261209,-2.002849132929125,,,,,,,,,,,,
1997-11-19,57,137,-80,-0.6928093476420574,7.30593607305936,-1.2326524186975159,-26.178226822868236,2.73972602739726,-1.7217221958614242,-12.192400669435319,4.5662100456621,-2.521967507334109,-9.913427963387676,0,9,-9,-1.4841160375766003,0.45070308230174944,-0.4392935945474326,0.43981884142896216,-1.9567782636904885,,,,,,,,,,,,
1997-11-20,99,74,25,0.9018885758047424,6.25,-1.2818989516777606,-21.02272727272727,3.8461538461538463,-1.6174504428814849,-7.409257409257409,4.807692307692308,-2.4203657835183057,-8.179320679320677,0,4,-4,-0.6030399052251135,0.443905837306229,-0.5700231265877099,0.4306249213765777,-2.283589952622821,,,,,,,,,,,,
1997-11-21,122,58,64,1.513043972031601,9.375,-1.0874899757583354,-20.66984304932735,4.017857142857143,-1.5855907368166995,-9.435057655349134,5.803571428571429,-2.151526392466201,-7.200912876361306,0,5,-5,-0.7795393896812445,0.4459977391130761,-0.5194449676416506,0.43451013080822815,-2.0960293776511687,,,,,,,,,,,,
1997-11-24,35,143,-108,-1.0869694586360998,7.6923076923076925,-1.1759709462615955,-19.457013574660632,2.7149321266968327,-1.674317705805736,-9.049773755656108,4.97737556561086,-2.3226282719826243,-7.692307692307692,0,7,-7,-1.1248025421793426,0.44535009918266116,-0.5252635790629834,0.4324916114363694,-2.1388623172714274,,,,,,,,,,,,
1997-11-25,119,75,44,1.2412791878714133,12.334801762114537,-0.8948663297483614,-11.866111479894595,3.9647577092511015,-1.5585287410878252,-6.994146400337939,5.286343612334802,-2.220202285333667,-7.4990445155190795,0,2,-2,-0.2452782065303679,0.45390407829204604,-0.3374299298873406,0.4375337402303425,-1.916051913035511,,,,,,,,,,,,
1997-11-26,144,54,90,1.8542787628983328,21.658986175115206,-0.34227049601539516,6.31014896581288,6.912442396313365,-1.3086714132531048,-1.4596506269424498,6.451612903225806,-1.9200280095882456,-5.641410352588148,0,1,-1,-0.0706030017981994,0.4632097295473145,-0.1320687676685774,0.43780100596600097,-1.8784956173337866,,,,,,,,,,,,
1997-11-27,126,52,74,1.5559715847473097,26.72811059907834,-0.04415912111232201,21.924617149296683,12.442396313364055,-0.8500356624227602,7.638902863582396,7.373271889400922,-1.686626230551009,-0.4869901193327033,0,1,-1,-0.07202610344547258,0.44326245457647906,-0.5505064248887985,0.43916379632459757,-1.8010658648409037,,,,,,,,,,,,
1997-11-28,38,145,-107,-1.0343188807098103,24.537037037037038,-0.17680586757879185,9.704501151869575,8.333333333333332,-1.1756208481901451,-0.2791068580542273,6.481481481481481,-1.8812271112164263,-5.958709906078328,0,2,-2,-0.24824530799167735,0.43140986540842685,-0.795796501376821,0.44514014934846124,-1.555005761410714,,,,,,,,,,,,
1997-12-01,78,103,-25,0.1383614392793634,23.11320754716981,-0.26507771920836004,4.065588499550763,8.962264150943396,-1.1129114852980684,1.02575621443546,7.0754716981132075,-1.7312299552005177,-7.210242587601077,0,4,-4,-0.5997687864287781,0.42402032123309874,-0.944959572476198,0.4414627675218958,-1.673528545782347,,,,,,,,,,,,
1997-12-02,66,120,-54,-0.2991456606499738,22.869955156950674,-0.28387669436030444,9.277722147241937,8.968609865470851,-1.1016271633965575,1.6870564674125994,5.829596412556054,-2.008046819118344,-6.791762810744917,0,5,-5,-0.7738761325889051,0.4300438731505322,-0.8070216941356703,0.4442828943263435,-1.5498045119474544,,,,,,,,,,,,
1997-12-03,101,81,20,0.7439072649080793,27.96208530805687,0.013668129561989244,16.5083408146648,9.47867298578199,-1.0494771452024654,2.8707434703634886,6.6350710900473935,-1.8047345915931001,-4.378144768983443,0,4,-4,-0.5969565134815832,0.42573360306256797,-0.8909804917909739,0.44620028902146724,-1.4607777640961506,,,,,,,,,,,,
1997-12-04,32,136,-104,-1.0440322149785706,20.48780487804878,-0.43460753382481415,8.859897901304596,8.780487804878048,-1.095528466136631,2.2688598979013035,6.341463414634147,-1.8570676703470546,-4.356211003970504,0,5,-5,-0.772901591139313,0.4251128687783248,-0.8958072583784024,0.43866963021226685,-1.721280090682737,,,,,,,,,,,,
1997-12-05,63,110,-47,-0.223251316983261,22.115384615384613,-0.3411406412516292,11.66083916083916,8.173076923076923,-1.1338576529074693,1.354895104895106,5.769230769230769,-1.9694697489466904,-3.7762237762237776,0,2,-2,-0.24827602609554086,0.42646383236080626,-0.8578559476135142,0.44457317466424323,-1.483822080825896,,,,,,,,,,,,
1997-12-08,65,103,-38,-0.1131642676720784,24.390243902439025,-0.20900887191859838,16.564156945917283,8.292682926829269,-1.1131521053891842,2.64050901378579,5.365853658536586,-2.0383373200291706,-2.895015906680805,0,5,-5,-0.7873165763570198,0.41812697248867015,-1.0289942237448078,0.44130189139401477,-1.5861407058656922,,,,,,,,,,,,
1997-12-09,52,123,-71,-0.5818893247659507,17.117117117117118,-0.6428807370060802,9.67525665200084,6.756756756756757,-1.2261324079887124,1.640477686989315,4.504504504504505,-2.2069109271566765,-3.4024722396815417,0,5,-5,-0.7978368280166755,0.41937263859091733,-0.9919390518626403,0.44444167988274713,-1.4534272434609377,,,,,,,,,,,,
1997-12-10,64,110,-46,-0.25592760806627296,17.674418604651162,-0.6073488008318392,9.519912166882921,6.046511627906977,-1.2716732448895942,0.4671124862760756,4.651162790697675,-2.1463819030866826,-2.2157899990018963,0,8,-8,-1.343312101417708,0.4170287209209418,-1.032764705048728,0.4452914972091324,-1.4060458895932473,,,,,,,,,,,,
1997-12-11,59,99,-40,-0.17173247653482976,17.073170731707318,-0.6407432903400315,10.376742160278747,6.829268292682928,-1.1959611260012428,1.918554006968642,3.414634146341464,-2.3853555382862486,-2.388937282229965,0,9,-9,-1.5668879044928692,0.4200368407185261,-0.9587822190440433,0.44069486942256464,-1.556528667976606,,,,,,,,,,,,
1997-12-12,72,91,-19,0.17864669101266153,17.289719626168225,-0.6249143057433864,12.88443328255589,6.5420560747663545,-1.2072673301911583,2.577298365515253,2.803738317757009,-2.4789323503884053,-2.0420766602165594,0,6,-6,-1.0628044130582572,0.41721280682808776,-1.0116966427007923,0.4422690401417495,-1.4813829101669933,,,,,,,,,,,,
